V1,V2
gene5729,101709329
gene5730,101709678
gene5731,101720145
gene5732,101710275
gene5733,101710640
gene5734,101711479
gene5735,101712102
gene5736,101712680
gene5737,101714936
gene5738,101716440
gene5739,101717717
gene5740,101717141
gene5741,101716784
gene5742,101720502
gene5743,101720847
gene5744,101718513
gene5745,101719548
gene5746,101719894
gene5747,101720238
gene5748,101720608
gene5749,101721193
gene5750,101721552
gene5751,101721902
gene5752,101722263
gene5753,101722620
gene5754,101722953
gene5755,110343834
gene5756,101723664
gene5757,101724023
gene5758,101696568
gene5759,101726460
gene5760,110348234
gene5761,101725856
gene5762,101724967
gene5763,101724377
gene5764,110348232
gene5765,101698312
gene5766,101697934
gene5767,101696934
gene5768,101699404
gene5769,101721195
gene5770,101721553
gene5771,101721903
gene5772,106008985
gene5773,101722264
gene5774,101699762
gene5775,110348143
gene5776,106008986
gene5777,110348235
gene5778,110348233
gene5779,110348144
gene5780,101700489
gene5781,110348236
gene5782,101722954
gene5783,101723305
gene5784,101700846
gene5785,101701199
gene5786,110348135
gene5787,101723665
gene5788,101702033
gene5789,101702369
gene5790,101702709
gene5791,110348237
gene5792,101703091
gene5793,101724380
gene5794,106008990
gene5795,110348238
gene5796,110348239
gene5797,101724731
gene5798,101725103
gene5799,101703904
gene5800,110348240
gene5801,110348241
gene5802,101704279
gene5803,110348168
gene5804,110348169
gene5805,110348170
gene5806,101704628
gene5807,106008970
gene5808,106008971
gene5809,101706193
gene5810,101725477
gene5811,101706563
gene5812,101707058
gene5813,101725858
gene5814,101707418
gene5815,110348243
gene5816,101708027
gene5817,110348242
gene5818,110348244
gene5819,106009000
gene5820,101708603
gene5821,106008987
gene5823,110348245
gene5822,101711364
gene5824,101726216
gene5825,101711735
gene5826,101726582
gene5827,110348246
gene5828,110348247
gene5829,101712103
gene5830,101712441
gene5831,101714446
gene5832,101714800
gene5833,101715160
gene5834,101715521
gene5835,101715868
gene5836,101716556
gene5837,101717818
gene5838,101716207
gene5839,110348171
gene5840,101718171
gene5841,106009001
gene5842,106008972
gene5843,106008973
gene5844,101719442
gene5845,106009002
gene5846,106008974
gene5847,101721194
gene5848,101719795
gene5849,101720846
gene5850,101723536
gene5851,110348248
gene5852,101722836
gene5853,101722496
gene5854,101724143
gene5855,106009003
gene5856,110348172
gene5857,101696816
gene5858,101724501
gene5859,101697194
gene5860,110348173
gene5861,110348174
gene5862,101725346
gene5863,101697559
gene5864,106008993
gene5865,101725739
gene5866,101700715
gene5867,110348250
gene5868,106008975
gene5869,101700354
gene5870,101697558
gene5871,110348249
gene5872,101699639
gene5873,106009005
gene5874,101701784
gene5875,101702135
gene5876,101702478
gene5877,101698313
gene5878,101703785
gene5879,110348251
gene5880,101703196
gene5881,110348136
gene5882,101702826
gene5883,106008976
gene5884,101704410
gene5885,101704630
gene5886,110348252
gene5887,101704980
gene5888,101705348
gene5889,110348253
gene5890,101698691
gene5891,110348175
gene5892,101705598
gene5893,101706432
gene5894,101707776
gene5895,101708842
gene5896,101709221
gene5897,101710278
gene5898,101711604
gene5899,110348254
gene5900,101710877
gene5901,110348255
gene5902,101711976
gene5903,101712324
gene5904,101713184
gene5905,110348176
gene5906,101714002
gene5907,110348177
gene5908,110348178
gene5909,101699406
gene5910,110348257
gene5911,110348256
gene5912,101715043
gene5913,101714687
gene5914,101716557
gene5915,101716903
gene5916,101717255
gene5917,101718057
gene5918,110348258
gene5919,101719895
gene5920,101719087
gene5921,101722837
gene5922,106009006
gene5923,101724144
gene5924,106008978
gene5925,101724730
gene5926,101725347
gene5927,101699765
gene5928,101726462
gene5929,101726093
gene5930,106008979
gene5931,101700124
gene5932,101725740
gene5933,101700490
gene5934,101696328
gene5935,101696686
gene5936,101697048
gene5937,101697421
gene5938,101697790
gene5939,101698169
gene5940,101698803
gene5941,101699163
gene5942,101699763
gene5943,101700717
gene5944,101700356
gene5945,110348179
gene5946,101701200
gene5947,101701323
gene5948,101701678
gene5949,101701912
gene5950,110348259
gene5951,101702828
gene5952,101701574
gene5953,101703540
gene5954,101703198
gene5955,101703906
gene5956,101704282
gene5957,101704757
gene5958,110348260
gene5959,110348180
gene5960,101705094
gene5961,101701913
gene5962,101707060
gene5963,101706434
gene5964,110348261
gene5965,101702262
gene5966,110343839
gene5967,101709092
gene5968,101708728
gene5969,101711605
gene5970,110348262
gene5971,110348263
gene5972,101710642
gene5973,101712682
gene5974,101713044
gene5975,101714581
gene5976,106008980
gene5977,101714937
gene5978,101715309
gene5979,101715657
gene5980,101716441
gene5981,101716786
gene5982,110348267
gene5983,110348269
gene5984,101718058
gene5985,101719671
gene5986,110348264
gene5987,110348265
gene5988,110348268
gene5989,101719088
gene5990,110348266
gene5991,101718751
gene5992,110348270
gene5993,101720728
gene5994,101703678
gene5995,110348181
gene5996,101721071
gene5997,101722141
gene5998,106008981
gene5999,110348272
gene6000,101723417
gene6001,101724255
gene6002,101704049
gene6003,110348273
gene6004,101724607
gene6005,101725609
gene6006,101725220
gene6007,101700237
gene6008,101696935
gene6009,101698559
gene6010,106007574
gene6011,101696571
gene6012,101704759
gene6013,101701573
gene6014,101704508
gene6015,101702605
gene6016,101705096
gene6017,110348309
gene6018,101705975
gene6019,101705727
gene6020,101707062
gene6021,101707421
gene6022,101707778
gene6023,101713894
gene6024,101714243
gene6025,110348310
gene6026,101708606
gene6027,101709222
gene6028,110348311
gene6029,101710389
gene6030,101710026
gene6031,110348312
gene6032,101710745
gene6033,101711738
gene6034,101711111
gene6035,101712107
gene6036,101712444
gene6037,101712806
gene6038,110348313
gene6039,101713410
gene6040,101714003
gene6041,101714583
gene6042,101715311
gene6043,101714939
gene6044,101715995
gene6045,110348278
gene6046,101714588
gene6047,101716328
gene6048,101714944
gene6049,101716684
gene6050,101715313
gene6051,101717935
gene6052,101717384
gene6053,101717033
gene6054,106009034
gene6055,101718623
gene6056,101718966
gene6057,101719550
gene6058,101719899
gene6059,101720241
gene6060,101720610
gene6061,101716331
gene6062,101716689
gene6063,101721667
gene6064,101723896
gene6065,101723538
gene6066,101723184
gene6067,106009009
gene6068,101724504
gene6069,101726094
gene6070,101726463
gene6071,101696329
gene6072,101717037
gene6073,101717386
gene6074,101717722
gene6075,101696687
gene6076,101718402
gene6077,101697049
gene6078,101697937
gene6079,101718756
gene6080,101699059
gene6081,101699407
gene6082,110348279
gene6083,101699766
gene6084,101700125
gene6085,101719094
gene6086,101719447
gene6087,106009021
gene6088,101700718
gene6089,101702481
gene6090,101719801
gene6091,101702830
gene6092,101703907
gene6093,101704155
gene6094,101720504
gene6095,101720849
gene6096,101704982
gene6097,101705728
gene6098,101705350
gene6099,101721198
gene6100,110348315
gene6101,101706086
gene6102,110348314
gene6103,101706698
gene6104,101721556
gene6105,110348316
gene6106,101707534
gene6107,101707898
gene6108,101721908
gene6109,101722267
gene6110,110348280
gene6111,101708266
gene6112,101708846
gene6113,101722958
gene6114,106009022
gene6115,101709925
gene6116,101709094
gene6117,101710281
gene6118,101710878
gene6119,101711243
gene6120,101711852
gene6121,101713892
gene6122,101712214
gene6123,101712558
gene6124,101716097
gene6125,106009035
gene6126,101715756
gene6127,101715408
gene6128,110348281
gene6129,101717034
gene6130,101716685
gene6131,101717385
gene6132,101717720
gene6133,110348318
gene6134,106007585
gene6135,101718061
gene6136,101719551
gene6137,101721310
gene6138,106009011
gene6139,101724609
gene6140,101722839
gene6141,101722265
gene6142,110348320
gene6143,106009023
gene6144,101725478
gene6145,101725859
gene6146,101723668
gene6147,101726217
gene6148,110348321
gene6149,101724028
gene6150,101697196
gene6151,110348322
gene6152,101697792
gene6153,101698171
gene6154,101698560
gene6155,101699408
gene6156,101699998
gene6157,101700357
gene6158,101700720
gene6159,101701077
gene6160,101702372
gene6161,101703437
gene6162,101707167
gene6163,101706322
gene6164,101705977
gene6165,101707536
gene6166,101707899
gene6167,101709682
gene6168,101724735
gene6169,101710028
gene6170,110348282
gene6171,110348324
gene6172,110348325
gene6173,101710391
gene6174,101725106
gene6175,101711481
gene6176,101711854
gene6177,101712807
gene6178,110348328
gene6179,110348327
gene6180,101713649
gene6181,101714005
gene6182,101714337
gene6183,106009012
gene6184,106009036
gene6185,110348283
gene6186,101725482
gene6187,101714941
gene6188,101715757
gene6189,101725864
gene6190,101716686
gene6191,106009094
gene6192,101726223
gene6193,101717821
gene6194,106009025
gene6195,101717486
gene6196,101718624
gene6197,101719798
gene6198,101719445
gene6199,101720146
gene6200,101720945
gene6201,101721311
gene6202,101722379
gene6203,101696456
gene6204,101696822
gene6205,101697200
gene6206,110348305
gene6207,101723067
gene6208,101723419
gene6209,101697563
gene6210,101697940
gene6211,101698316
gene6212,101723776
gene6213,110348329
gene6214,101724148
gene6215,101724381
gene6216,101698694
gene6217,101724732
gene6218,101725104
gene6219,101725860
gene6220,110348332
gene6221,110348331
gene6222,110348330
gene6223,110348304
gene6224,101699060
gene6225,101696454
gene6226,101696819
gene6227,101697197
gene6228,101697560
gene6229,106009013
gene6230,101698426
gene6231,101699410
gene6232,101698805
gene6233,110348333
gene6234,101699409
gene6235,101700848
gene6236,110348334
gene6237,110348335
gene6238,101701202
gene6239,101699768
gene6240,101700126
gene6241,101701575
gene6242,110348284
gene6243,101700493
gene6244,110348306
gene6245,110348336
gene6246,101702482
gene6247,110348337
gene6248,101703200
gene6249,101703788
gene6250,110348338
gene6251,101704156
gene6252,101704983
gene6253,101700850
gene6254,101705351
gene6255,101701203
gene6256,101706933
gene6257,106009026
gene6258,106009027
gene6259,101706088
gene6260,106009028
gene6261,101705730
gene6262,110348339
gene6263,106009015
gene6264,110348340
gene6265,106009016
gene6266,101707293
gene6267,106009088
gene6268,101708607
gene6269,101709683
gene6270,101710029
gene6271,110348342
gene6272,106009029
gene6273,110348341
gene6274,101710644
gene6275,106009018
gene6276,101711367
gene6277,101712445
gene6278,101713046
gene6279,101713411
gene6280,101714241
gene6281,101713650
gene6282,101714586
gene6283,110348343
gene6284,101715522
gene6285,101714942
gene6286,110348344
gene6287,101715870
gene6288,101716687
gene6289,101718400
gene6290,106009030
gene6291,101718753
gene6292,101719091
gene6293,101720730
gene6294,106009031
gene6295,106009019
gene6296,101722024
gene6297,101722380
gene6298,101702265
gene6299,101722728
gene6300,106009032
gene6301,110348346
gene6302,101723306
gene6303,101723666
gene6304,101725350
gene6305,101724733
gene6306,101702970
gene6307,110348347
gene6308,101726584
gene6309,101726219
gene6310,110348285
gene6311,101703322
gene6312,110348307
gene6313,101696820
gene6314,106009033
gene6315,101697198
gene6316,101698173
gene6317,101697794
gene6318,101698561
gene6319,110348286
gene6320,110348348
gene6321,101698923
gene6322,110348287
gene6323,101699284
gene6324,101699767
gene6325,101700359
gene6326,101700721
gene6327,101701079
gene6328,101701443
gene6329,101701680
gene6330,110348349
gene6331,101702264
gene6332,101702834
gene6333,101703682
gene6334,101704052
gene6335,101703202
gene6336,110348288
gene6337,101704050
gene6338,101704414
gene6339,101704762
gene6340,101704871
gene6341,101705100
gene6342,101705098
gene6343,106007605
gene6344,110348350
gene6345,101705471
gene6346,110348289
gene6347,101705843
gene6348,101706196
gene6349,101705845
gene6350,101706565
gene6351,101707168
gene6352,101708030
gene6353,101708375
gene6354,101708730
gene6355,101706198
gene6356,101709095
gene6357,101709443
gene6358,110348351
gene6359,110348290
gene6360,101709684
gene6361,110348291
gene6362,101706566
gene6363,101710030
gene6364,101711368
gene6365,101711739
gene6366,101711978
gene6367,101706936
gene6368,110348352
gene6369,110348292
gene6370,110348293
gene6371,101712808
gene6372,101715758
gene6373,106009043
gene6374,101716329
gene6375,101716905
gene6376,110348353
gene6377,101707294
gene6378,101719318
gene6379,101720244
gene6380,101720612
gene6381,101720946
gene6382,101721312
gene6383,101721906
gene6384,110348354
gene6385,101722729
gene6386,110348355
gene6387,101707661
gene6388,106009038
gene6389,101723069
gene6390,110348357
gene6391,110348358
gene6392,101723898
gene6393,110348356
gene6394,101724258
gene6395,106009039
gene6396,110348294
gene6397,110348295
gene6398,110348296
gene6399,110348297
gene6400,101726220
gene6401,101726465
gene6402,101708033
gene6403,101696573
gene6404,101697423
gene6405,101698052
gene6406,101698427
gene6407,101700239
gene6408,101700610
gene6409,106009089
gene6410,101701681
gene6411,101708732
gene6412,101702484
gene6413,101703321
gene6414,101704158
gene6415,101704511
gene6416,110348298
gene6417,101704872
gene6418,101705979
gene6419,101706324
gene6420,101706934
gene6421,101707537
gene6422,101707900
gene6423,101708491
gene6424,101710746
gene6425,101709096
gene6426,101709444
gene6427,110348359
gene6428,110348360
gene6429,101711979
gene6430,101709798
gene6431,101710151
gene6432,101712809
gene6433,101714112
gene6434,101714448
gene6435,106009086
gene6436,106009085
gene6437,101715997
gene6438,101720731
gene6439,101721778
gene6440,101722381
gene6441,101710519
gene6442,101710881
gene6443,101722730
gene6444,101723778
gene6445,101724612
gene6446,101711246
gene6447,106009087
gene6448,101726466
gene6449,101725862
gene6450,101724971
gene6451,101711609
gene6452,101697314
gene6453,110348361
gene6454,101711980
gene6455,101697938
gene6456,101700492
gene6457,101701682
gene6458,101700849
gene6459,101703909
gene6460,101704761
gene6461,101705099
gene6462,101706089
gene6463,101705472
gene6464,101712325
gene6465,101706935
gene6466,101708032
gene6467,101708377
gene6468,101709225
gene6469,110348299
gene6470,101713048
gene6471,106009040
gene6472,101713412
gene6473,106009041
gene6474,106009042
gene6475,101713767
gene6476,101710031
gene6477,110348362
gene6478,101714113
gene6479,101714449
gene6480,101715165
gene6481,101710392
gene6482,101715525
gene6483,101710747
gene6484,106009090
gene6485,101715872
gene6486,101716211
gene6487,101716559
gene6488,101716906
gene6489,101717257
gene6490,101717607
gene6491,106009044
gene6492,106009045
gene6493,106009091
gene6494,101717936
gene6495,101711112
gene6496,106009046
gene6497,101718272
gene6498,101718625
gene6499,101711482
gene6500,110348308
gene6501,101719319
gene6502,101719674
gene6503,101720029
gene6504,106009047
gene6505,101720370
gene6506,101720732
gene6507,101721073
gene6508,101721428
gene6509,101721780
gene6510,110348300
gene6511,106009048
gene6512,106009049
gene6513,106009050
gene6514,101722841
gene6515,101723540
gene6516,101723899
gene6517,101724259
gene6518,101724613
gene6519,101724972
gene6520,101725352
gene6521,106009055
gene6522,101725743
gene6523,101726096
gene6524,110348274
gene6525,106009057
gene6526,101726468
gene6527,106009092
gene6528,106009058
gene6529,101712217
gene6530,106009059
gene6531,106009060
gene6532,110348275
gene6533,101697796
gene6534,101698174
gene6535,101698562
gene6536,106009061
gene6537,101699286
gene6538,101699643
gene6539,101700361
gene6540,101700723
gene6541,106009062
gene6542,110348276
gene6543,101701444
gene6544,101701789
gene6545,106009063
gene6546,101702140
gene6547,106009064
gene6548,106009065
gene6549,101702485
gene6550,110348363
gene6551,101703544
gene6552,101704632
gene6553,101704984
gene6554,101705353
gene6555,101705731
gene6556,110348302
gene6557,106009067
gene6558,101707170
gene6559,101707540
gene6560,101707901
gene6561,101708268
gene6562,101708960
gene6563,101709335
gene6564,101709687
gene6565,101710033
gene6566,101710394
gene6567,101710749
gene6568,101711113
gene6569,101711857
gene6570,106009095
gene6571,101712218
gene6572,106009068
gene6573,106009069
gene6574,106009070
gene6575,101712561
gene6576,101712925
gene6577,101713293
gene6578,101713653
gene6579,101714007
gene6580,106009071
gene6581,101714690
gene6582,101715046
gene6583,101715409
gene6584,101715760
gene6585,101716100
gene6586,101716445
gene6587,101716791
gene6588,101717143
gene6589,101717489
gene6590,101712924
gene6591,101717823
gene6592,106009072
gene6593,106009073
gene6594,101718175
gene6595,101718515
gene6596,101719199
gene6597,101719553
gene6598,106009074
gene6599,106009075
gene6600,101719901
gene6601,101720245
gene6602,106009077
gene6603,101720613
gene6604,101720947
gene6605,106009078
gene6606,101721314
gene6607,101721670
gene6608,101722382
gene6609,110348364
gene6610,101723070
gene6611,106009080
gene6612,101723420
gene6613,101713188
gene6614,101724149
gene6615,106009093
gene6616,101724505
gene6617,101713544
gene6618,106009081
gene6619,101724850
gene6620,101725222
gene6621,106009082
gene6622,106009083
gene6623,106009084
gene6624,101725979
gene6625,101704452
gene6626,101726224
gene6627,101696823
gene6628,101722962
gene6629,101723310
gene6630,110348368
gene6631,101723671
gene6632,101697201
gene6633,110348369
gene6634,110348387
gene6635,101697564
gene6636,101697798
gene6637,101698428
gene6638,106009113
gene6639,101699062
gene6640,106009096
gene6641,110348388
gene6642,101699411
gene6643,101699769
gene6644,110348389
gene6645,101724030
gene6646,110348390
gene6647,101702267
gene6648,101724385
gene6649,101702609
gene6650,106009115
gene6651,101724738
gene6652,110348391
gene6653,101702972
gene6654,101725111
gene6655,101703324
gene6656,101725486
gene6657,101725866
gene6658,101703683
gene6659,110348466
gene6660,101726227
gene6661,110348392
gene6662,110348393
gene6663,101704053
gene6664,101705474
gene6665,101705102
gene6666,101707064
gene6667,110348394
gene6668,101696459
gene6669,101707423
gene6670,101708148
gene6671,101708849
gene6672,101708492
gene6673,101709688
gene6674,101696827
gene6675,101697203
gene6676,101711248
gene6677,101711484
gene6678,101697567
gene6679,110348395
gene6680,110348464
gene6681,101712110
gene6682,101712926
gene6683,101713895
gene6684,110348463
gene6685,101713545
gene6686,101715410
gene6687,110348397
gene6688,101697944
gene6689,110348396
gene6690,101716000
gene6691,101698319
gene6692,101716333
gene6693,101717144
gene6694,106009116
gene6695,101717937
gene6696,101718627
gene6697,101718274
gene6698,101698698
gene6699,101719200
gene6700,101719554
gene6701,101720371
gene6702,110348399
gene6703,101699066
gene6704,110348400
gene6705,106009126
gene6706,101720948
gene6707,101700130
gene6708,101700497
gene6709,106009117
gene6710,110348401
gene6711,101700856
gene6712,101701208
gene6713,101722027
gene6714,101701582
gene6715,101723780
gene6716,101701916
gene6717,101724151
gene6718,106009127
gene6719,101724506
gene6720,101702612
gene6721,101724851
gene6722,101726341
gene6723,110348403
gene6724,106009098
gene6725,101725484
gene6726,101726711
gene6727,106009119
gene6728,101696824
gene6729,101697426
gene6730,101697799
gene6731,101698177
gene6732,101698564
gene6733,101703326
gene6734,101698926
gene6735,101699770
gene6736,101700852
gene6737,110348404
gene6738,101701445
gene6739,101703911
gene6740,110348370
gene6741,101704286
gene6742,101704633
gene6743,110348371
gene6744,101704415
gene6745,110348372
gene6746,110348405
gene6747,101705475
gene6748,110348406
gene6749,101705104
gene6750,110348407
gene6751,110348408
gene6752,101706937
gene6753,101706567
gene6754,101707662
gene6755,101708034
gene6756,110348373
gene6757,101708379
gene6758,101705848
gene6759,101706201
gene6760,101706570
gene6761,101706939
gene6762,101707297
gene6763,101708961
gene6764,101707664
gene6765,101709337
gene6766,110348409
gene6767,101710034
gene6768,101709689
gene6769,101710646
gene6770,101708037
gene6771,101711249
gene6772,101708381
gene6773,110348465
gene6774,110348411
gene6775,101712219
gene6776,110348410
gene6777,110348412
gene6778,110348414
gene6779,110348413
gene6780,101712563
gene6781,101713189
gene6782,101713768
gene6783,101714114
gene6784,101714450
gene6785,101714807
gene6786,101715874
gene6787,106009120
gene6788,101716212
gene6789,110348415
gene6790,110348365
gene6791,110348366
gene6792,101716792
gene6793,110348416
gene6794,101718067
gene6795,101709445
gene6796,101718403
gene6797,101718969
gene6798,101719675
gene6799,101709800
gene6800,101719320
gene6801,101720246
gene6802,101721075
gene6803,101721558
gene6804,101721315
gene6805,101710155
gene6806,101710523
gene6807,110348367
gene6808,101722842
gene6809,101710886
gene6810,101723188
gene6811,101723543
gene6812,101711252
gene6813,110348374
gene6814,101723900
gene6815,101724260
gene6816,110348418
gene6817,101711981
gene6818,101726591
gene6819,101696458
gene6820,101712685
gene6821,101713050
gene6822,101696826
gene6823,101697690
gene6824,101698053
gene6825,101713413
gene6826,101698927
gene6827,110348375
gene6828,101699288
gene6829,101700128
gene6830,101701446
gene6831,101702713
gene6832,101703791
gene6833,101704161
gene6834,101713769
gene6835,101705476
gene6836,110348421
gene6837,101706938
gene6838,101706568
gene6839,110348422
gene6840,110348424
gene6841,101707296
gene6842,101707663
gene6843,106009121
gene6844,110348423
gene6845,101708035
gene6846,110348425
gene6847,110348376
gene6848,101708962
gene6849,110348426
gene6850,101709228
gene6851,101709577
gene6852,101709927
gene6853,110348427
gene6854,101710282
gene6855,101710883
gene6856,101711251
gene6857,106009122
gene6858,101711612
gene6859,110348428
gene6860,101713190
gene6861,101712564
gene6862,110348429
gene6863,101714116
gene6864,110348430
gene6865,106009128
gene6866,101714008
gene6867,106009129
gene6868,106009104
gene6869,101714339
gene6870,101714452
gene6871,101714691
gene6872,101715167
gene6873,110348431
gene6874,106009105
gene6875,110348377
gene6876,101716002
gene6877,101717039
gene6878,110348378
gene6879,101714809
gene6880,101717826
gene6881,101718068
gene6882,110348432
gene6883,101719096
gene6884,101715168
gene6885,101719322
gene6886,101719677
gene6887,101721431
gene6888,101722028
gene6889,101715527
gene6890,101715876
gene6891,110348433
gene6892,101722961
gene6893,101723309
gene6894,101716213
gene6895,110348434
gene6896,101723670
gene6897,101716560
gene6898,110348435
gene6899,101716907
gene6900,110348438
gene6901,110348436
gene6902,110348437
gene6903,101724507
gene6904,110348439
gene6905,101717259
gene6906,110348379
gene6907,101725110
gene6908,110348440
gene6909,101725746
gene6910,110348441
gene6911,106009107
gene6912,101696577
gene6913,101717608
gene6914,101697943
gene6915,101717939
gene6916,101700611
gene6917,101698318
gene6918,101701327
gene6919,101700969
gene6920,101702142
gene6921,101702487
gene6922,101702838
gene6923,110348442
gene6924,101703441
gene6925,110348443
gene6926,110348380
gene6927,110348381
gene6928,101705981
gene6929,106009109
gene6930,101706569
gene6931,101707904
gene6932,101707542
gene6933,101707172
gene6934,101709339
gene6935,110348446
gene6936,101708964
gene6937,101710283
gene6938,110348448
gene6939,101718971
gene6940,110348447
gene6941,101709928
gene6942,101719323
gene6943,106009123
gene6944,106009110
gene6945,110348382
gene6946,101711115
gene6947,110348449
gene6948,110348450
gene6949,101719678
gene6950,101711372
gene6951,110348451
gene6952,110348452
gene6953,101711743
gene6954,101712928
gene6955,110348453
gene6956,101712566
gene6957,101713296
gene6958,110348383
gene6959,101720373
gene6960,110348384
gene6961,101713656
gene6962,101718628
gene6963,101718275
gene6964,101717938
gene6965,101717388
gene6966,101716794
gene6967,101720735
gene6968,101719449
gene6969,110348455
gene6970,110348456
gene6971,101721201
gene6972,110348458
gene6973,101721781
gene6974,110348457
gene6975,110348459
gene6976,106009112
gene6977,110348460
gene6978,106009133
gene6979,110348462
gene6980,110348461
gene6981,101721432
gene6982,110348385
gene6983,110348386
gene6984,106009149
gene6985,101715416
gene6986,101715765
gene6987,106009150
gene6988,101716106
gene6989,101716452
gene6990,101716798
gene6991,110343898
gene6992,106009151
gene6993,101717147
gene6994,101717494
gene6995,101717829
gene6996,101718179
gene6997,101722029
gene6998,101718866
gene6999,101719204
gene7000,101719558
gene7001,101719906
gene7002,101720250
gene7003,101722271
gene7004,101720617
gene7005,101720954
gene7006,101721320
gene7007,101721677
gene7008,101722627
gene7009,110348471
gene7010,101722735
gene7011,101723190
gene7012,101724508
gene7013,101723076
gene7014,101724739
gene7015,110348494
gene7016,110348533
gene7017,106009134
gene7018,101725223
gene7019,110348495
gene7020,101724154
gene7021,101724510
gene7022,101724855
gene7023,101725617
gene7024,110348496
gene7025,110348497
gene7026,101726348
gene7027,106009153
gene7028,101726715
gene7029,101725614
gene7030,101725981
gene7031,101726343
gene7032,101696580
gene7033,101696943
gene7034,101726713
gene7035,101697316
gene7036,101696578
gene7037,110348498
gene7038,101697204
gene7039,101697691
gene7040,101697568
gene7041,101699774
gene7042,101698429
gene7043,101701790
gene7044,101700364
gene7045,101698054
gene7046,110348493
gene7047,101703096
gene7048,106009135
gene7049,101704288
gene7050,101703913
gene7051,101704636
gene7052,101705238
gene7053,101707067
gene7054,101707298
gene7055,110348499
gene7056,101708382
gene7057,101708965
gene7058,101698430
gene7059,110348473
gene7060,101709340
gene7061,110348474
gene7062,101710284
gene7063,101709691
gene7064,101710647
gene7065,101711003
gene7066,101712327
gene7067,110348500
gene7068,110348475
gene7069,101712929
gene7070,101713193
gene7071,101698808
gene7072,110348501
gene7073,101713548
gene7074,101713771
gene7075,101714118
gene7076,101699166
gene7077,101714454
gene7078,101714810
gene7079,101715413
gene7080,110348476
gene7081,110348502
gene7082,106009137
gene7083,101716103
gene7084,110348503
gene7085,101716335
gene7086,110348477
gene7087,110348478
gene7088,101699527
gene7089,101699893
gene7090,110348479
gene7091,101720737
gene7092,101721674
gene7093,101721078
gene7094,101722030
gene7095,101700242
gene7096,110348504
gene7097,110348505
gene7098,106009142
gene7099,101722384
gene7100,101722732
gene7101,101723073
gene7102,101700614
gene7103,101723422
gene7104,110348507
gene7105,110348506
gene7106,101723672
gene7107,110348508
gene7108,101724975
gene7109,110348509
gene7110,101725354
gene7111,110348510
gene7112,106009143
gene7113,101726714
gene7114,110348467
gene7115,101726345
gene7116,101696579
gene7117,101697205
gene7118,101700971
gene7119,101697569
gene7120,101698699
gene7121,101701328
gene7122,101699067
gene7123,101699416
gene7124,101699775
gene7125,101700002
gene7126,101700612
gene7127,101701447
gene7128,101701791
gene7129,101702716
gene7130,101703547
gene7131,101703914
gene7132,110348480
gene7133,101704290
gene7134,101701684
gene7135,110348481
gene7136,110348482
gene7137,101704637
gene7138,101706441
gene7139,101706813
gene7140,101702717
gene7141,110348511
gene7142,101707783
gene7143,101708495
gene7144,101709098
gene7145,110348513
gene7146,110348512
gene7147,101709446
gene7148,110348483
gene7149,101710285
gene7150,110348514
gene7151,101710648
gene7152,101703100
gene7153,101703444
gene7154,101711004
gene7155,101711374
gene7156,101711745
gene7157,110348484
gene7158,101712112
gene7159,101712450
gene7160,101713051
gene7161,101713414
gene7162,101714011
gene7163,101703793
gene7164,110348515
gene7165,101704163
gene7166,110348472
gene7167,110348485
gene7168,101704877
gene7169,110348516
gene7170,101705240
gene7171,101714245
gene7172,101714946
gene7173,101714590
gene7174,106009156
gene7175,101715169
gene7176,101715528
gene7177,101715877
gene7178,101705605
gene7179,101716214
gene7180,110348517
gene7181,101716561
gene7182,101716909
gene7183,101705985
gene7184,101718518
gene7185,101719804
gene7186,106009144
gene7187,101706329
gene7188,101721560
gene7189,101722386
gene7190,101722734
gene7191,110348486
gene7192,110348518
gene7193,101707070
gene7194,101723075
gene7195,110348520
gene7196,110348487
gene7197,106009159
gene7198,101707427
gene7199,106009160
gene7200,101707784
gene7201,101723902
gene7202,101724262
gene7203,110348468
gene7204,110348521
gene7205,101725487
gene7206,106009145
gene7207,110348523
gene7208,101725112
gene7209,110348522
gene7210,101708152
gene7211,106009138
gene7212,101708497
gene7213,110348488
gene7214,101725868
gene7215,106009146
gene7216,110348469
gene7217,101726228
gene7218,110348489
gene7219,101696460
gene7220,101726594
gene7221,101697315
gene7222,101697945
gene7223,101698320
gene7224,101709578
gene7225,101698700
gene7226,101699068
gene7227,101699417
gene7228,101709929
gene7229,101699776
gene7230,106009139
gene7231,101700365
gene7232,106009147
gene7233,101700970
gene7234,101711006
gene7235,101701584
gene7236,101701918
gene7237,101702272
gene7238,110348490
gene7239,110348524
gene7240,106009155
gene7241,101703099
gene7242,101703328
gene7243,101704055
gene7244,101705850
gene7245,110348525
gene7246,101706940
gene7247,101711376
gene7248,101707300
gene7249,110348526
gene7250,101709447
gene7251,101707665
gene7252,101711747
gene7253,101709801
gene7254,101710156
gene7255,101711118
gene7256,101712116
gene7257,101711746
gene7258,101712114
gene7259,101712931
gene7260,101712453
gene7261,101713298
gene7262,101713897
gene7263,101714246
gene7264,101714811
gene7265,101712814
gene7266,110348527
gene7267,101715170
gene7268,110348534
gene7269,101715878
gene7270,101715529
gene7271,101716450
gene7272,101713549
gene7273,110348528
gene7274,101717725
gene7275,101719097
gene7276,101718759
gene7277,101719450
gene7278,101720508
gene7279,101721203
gene7280,101720851
gene7281,101721561
gene7282,101722387
