V1,V2
gene20811,101726683
gene20812,110344407
gene20813,101697032
gene20814,106010426
gene20815,106010443
gene20816,110344412
gene20817,101697672
gene20818,101717588
gene20819,110344388
gene20820,101698410
gene20821,110344387
gene20822,101718258
gene20823,101699872
gene20824,101698788
gene20825,101700696
gene20826,101718605
gene20827,101701310
gene20828,101718950
gene20829,101701663
gene20830,101702016
gene20831,101703072
gene20832,101719296
gene20833,101719649
gene20834,101704737
gene20835,101704393
gene20836,101703775
gene20837,101703417
gene20838,101705335
gene20839,101705710
gene20840,101706069
gene20841,101706682
gene20842,106010448
gene20843,101707274
gene20844,101707637
gene20845,110344395
gene20846,101708001
gene20847,101708249
gene20848,110344391
gene20849,101720352
gene20850,101721052
gene20851,110344417
gene20852,101721411
gene20853,101721763
gene20854,101709559
gene20855,106010451
gene20856,101722128
gene20857,101709908
gene20858,101711223
gene20859,101722483
gene20860,101711584
gene20861,101722828
gene20862,101712199
gene20863,110344392
gene20864,101712536
gene20865,101712906
gene20866,101713528
gene20867,110344367
gene20868,101713876
gene20869,106010437
gene20870,101716770
gene20871,101717127
gene20872,101717469
gene20873,101718491
gene20874,101719532
gene20875,101720130
gene20876,101723171
gene20877,101721175
gene20878,101723760
gene20879,101724364
gene20880,101724946
gene20881,101725329
gene20882,106010439
gene20883,101723173
gene20884,101723520
gene20885,101696551
gene20886,106010427
gene20887,101726684
gene20888,101696920
gene20889,101698035
gene20890,101698411
gene20891,106010452
gene20892,106010438
gene20893,101699036
gene20894,101699388
gene20895,106010436
gene20896,101723875
gene20897,110344415
gene20898,110344405
gene20899,110344403
gene20900,101700697
gene20901,101724241
gene20902,101701051
gene20903,101701419
gene20904,101701767
gene20905,101702123
gene20906,101704028
gene20907,101702691
gene20908,101704395
gene20909,101705336
gene20910,101704970
gene20911,101724595
gene20912,101724949
gene20913,101725332
gene20914,101705711
gene20915,101725722
gene20916,101707146
gene20917,101708587
gene20918,101707761
gene20919,101710629
gene20920,101711225
gene20922,101711840
gene20921,101712430
gene20923,101712786
gene20924,101713277
gene20925,101714675
gene20926,101713877
gene20927,101715287
gene20928,101716315
gene20929,101717362
gene20930,101726079
gene20931,101718492
gene20932,101718156
gene20933,101718840
gene20934,101721050
gene20935,101719533
gene20936,101719184
gene20937,101721647
gene20938,101722000
gene20939,101722358
gene20940,101722937
gene20941,101724365
gene20942,101723288
gene20943,101724714
gene20944,101696316
gene20945,101725588
gene20946,101696676
gene20947,106010442
gene20948,110344372
gene20949,101726318
gene20950,106007565
gene20951,110344371
gene20952,101725959
gene20953,101697673
gene20954,101698291
gene20955,101698908
gene20956,101699264
gene20957,101699619
gene20958,101700467
gene20959,101701053
gene20960,101701421
gene20961,101701769
gene20962,101702587
gene20963,101702951
gene20964,101703301
gene20965,101703654
gene20966,101704029
gene20967,101705076
gene20968,101704396
gene20969,110344411
gene20970,101697036
gene20971,110344366
gene20972,101705448
gene20973,101708354
gene20974,101706536
gene20975,101697410
gene20976,101697777
gene20977,101698152
gene20978,101698545
gene20979,101708945
gene20980,101709560
gene20981,110344422
gene20982,110344433
gene20983,110344426
gene20984,110344437
gene20985,101709909
gene20986,110344438
gene20987,110344427
gene20988,110344428
gene20989,101710492
gene20990,110344421
gene20991,101711585
gene20992,101712200
gene20993,110344439
gene20994,110344423
gene20995,110344424
gene20996,101713023
gene20997,101713391
gene20998,101699265
gene20999,110344429
gene21000,110344425
gene21001,110344430
gene21002,110344384
gene21003,110344431
gene21004,110344432
gene21005,110344434
gene21006,110344435
gene21007,101714323
gene21008,101715643
gene21009,101714923
gene21010,101715289
gene21011,101715980
gene21012,101699620
gene21013,110344399
gene21014,101716772
gene21015,110344436
gene21016,101717363
gene21017,106010447
gene21018,101717703
gene21019,101719424
gene21020,101720223
gene21021,101721051
gene21022,101721410
gene21023,106010428
gene21024,101721762
gene21025,101722127
gene21026,110344393
gene21027,101722482
gene21028,106010429
gene21029,101722827
gene21030,106010435
gene21031,110344394
gene21032,101723762
gene21033,101723399
gene21034,101724594
gene21035,101724948
gene21036,110344416
gene21037,101725589
gene21038,101726202
gene21039,101726568
gene21040,101697172
gene21041,101697541
gene21042,106010430
gene21043,101697917
gene21044,101700337
gene21045,101698292
gene21046,101701056
gene21047,110344365
gene21048,101698672
gene21049,101701770
gene21050,101700336
gene21051,101701423
gene21052,101699037
gene21053,110344385
gene21054,110344400
gene21055,101702356
gene21056,110344398
gene21057,110344410
gene21058,101702692
gene21059,101703073
gene21060,106010440
gene21061,106010431
gene21062,110344375
gene21063,101705214
gene21064,110344376
gene21065,101704140
gene21066,101701425
gene21067,101705822
gene21068,110344404
gene21069,106010460
gene21070,101703074
gene21071,101706420
gene21072,101706790
gene21073,106010468
gene21074,110344457
gene21075,110344466
gene21076,101703776
gene21077,101704142
gene21078,101707147
gene21079,101704495
gene21080,101704854
gene21081,101707516
gene21082,101705216
gene21083,101705588
gene21084,101705962
gene21085,101706307
gene21086,110344471
gene21087,110344475
gene21088,101708588
gene21089,106010461
gene21090,101710129
gene21091,101707048
gene21092,101710495
gene21093,106010469
gene21094,101711228
gene21095,101710863
gene21096,101707404
gene21097,101711842
gene21098,101707763
gene21099,101708131
gene21100,106010455
gene21101,101712201
gene21102,101708828
gene21103,101712537
gene21104,106010472
gene21105,110344440
gene21106,101712907
gene21107,101709210
gene21108,101713278
gene21109,106010456
gene21110,101713879
gene21111,110344449
gene21112,101714677
gene21113,101715291
gene21114,101715644
gene21115,101716542
gene21116,106010457
gene21117,101716191
gene21118,101716890
gene21119,101717800
gene21120,106010458
gene21121,101717471
gene21122,101718158
gene21123,101718951
gene21124,101720931
gene21125,110344470
gene21126,101719650
gene21127,101719298
gene21128,101721648
gene21129,101721292
gene21130,101722484
gene21131,101723291
gene21132,101724484
gene21133,101723651
gene21134,101709562
gene21135,110344443
gene21136,101709912
gene21137,110344472
gene21138,101724834
gene21139,110344464
gene21140,101725204
gene21141,106010462
gene21142,110344453
gene21143,101725846
gene21144,101696435
gene21145,101696677
gene21146,101697542
gene21147,106010470
gene21148,110344455
gene21149,101699266
gene21150,101700597
gene21151,110344456
gene21152,101701182
gene21153,106010463
gene21154,110344469
gene21155,101701557
gene21156,101701896
gene21157,110344447
gene21158,101710631
gene21159,101702952
gene21160,101703303
gene21161,110344448
gene21162,101703884
gene21163,101704493
gene21164,110344473
gene21165,101710988
gene21166,101705215
gene21167,110344445
gene21168,101705587
gene21169,101706173
gene21170,101706913
gene21171,101706538
gene21172,101707762
gene21173,101708827
gene21174,101711353
gene21175,101711724
gene21176,101712094
gene21177,101712433
gene21178,101709663
gene21179,101712790
gene21180,101710007
gene21181,101710372
gene21182,110344479
gene21183,101710729
gene21184,110344474
gene21185,110344476
gene21186,101711723
gene21187,110344452
gene21188,106010464
gene21189,110344477
gene21190,101712093
gene21191,110344446
gene21192,101713751
gene21193,101713170
gene21194,101712789
gene21195,101714095
gene21196,101715499
gene21197,101714430
gene21198,106010471
gene21199,110344465
gene21200,101715747
gene21201,101716086
gene21202,101717365
gene21203,110344444
gene21204,101717922
gene21205,101713880
gene21206,101718495
gene21207,101714224
gene21208,101714568
gene21209,101714926
gene21210,101718841
gene21211,110344450
gene21212,101719780
gene21213,101720131
gene21214,101720481
gene21215,101720834
gene21216,101721176
gene21217,101721538
gene21218,101723400
gene21219,101722129
gene21220,110344462
gene21221,110344463
gene21222,101725087
gene21223,101725461
gene21224,101726080
gene21225,110344468
gene21226,101726320
gene21227,110344442
gene21228,110344459
gene21229,110344460
gene21230,106010474
gene21231,101715983
gene21232,101716316
gene21233,106010467
gene21234,101696678
gene21235,110344467
gene21236,101717019
gene21237,101697298
gene21238,101698153
gene21239,110344478
gene21240,101699268
gene21241,110343896
gene21242,101699622
gene21243,110344454
gene21244,106010465
gene21245,101717366
gene21246,101699979
gene21247,101700959
gene21248,101700598
gene21249,110344451
gene21250,101701312
gene21251,110344509
gene21252,110344499
gene21253,101699980
gene21254,110344503
gene21255,110344504
gene21256,101717704
gene21257,101700339
gene21258,101700703
gene21259,101701059
gene21260,110344502
gene21261,101701428
gene21262,101718607
gene21263,101718044
gene21264,101701774
gene21265,101702125
gene21266,110344484
gene21267,106010483
gene21268,101702809
gene21269,101719651
gene21270,110344485
gene21271,110344500
gene21272,101703184
gene21273,101703885
gene21274,101723764
gene21275,101724485
gene21276,110344493
gene21277,101724129
gene21278,106010475
gene21279,106010476
gene21280,110344494
gene21281,101704972
gene21282,101725334
gene21283,101696317
gene21284,101725724
gene21285,110344510
gene21286,101705340
gene21287,101705714
gene21288,101697675
gene21289,101706071
gene21290,110344511
gene21291,101698036
gene21292,110344482
gene21293,101698412
gene21294,110344495
gene21295,101698790
gene21296,101700109
gene21297,101706422
gene21298,101700469
gene21299,101706792
gene21300,101701057
gene21301,101702589
gene21302,110344491
gene21303,101701773
gene21304,101701426
gene21305,110344492
gene21306,110344490
gene21307,101707149
gene21308,101702953
gene21309,101703304
gene21310,101707517
gene21311,101704397
gene21312,101705450
gene21313,106010489
gene21314,110344508
gene21315,101707887
gene21316,101705824
gene21317,101706175
gene21318,110344506
gene21319,101708251
gene21320,101706539
gene21321,101707148
gene21322,101708006
gene21323,101708357
gene21324,101708708
gene21325,106010503
gene21326,101709665
gene21327,101709318
gene21328,101710008
gene21329,101710373
gene21330,110344498
gene21331,101708948
gene21332,101711354
gene21333,101710989
gene21334,110344487
gene21335,110344486
gene21336,101711956
gene21337,106010486
gene21338,101712312
gene21339,101712908
gene21340,106010479
gene21341,106007580
gene21342,101714225
gene21343,101710009
gene21344,101710375
gene21345,101717592
gene21346,106010480
gene21347,110344505
gene21348,110344496
gene21349,101714569
gene21350,101718384
gene21351,106010482
gene21352,101718045
gene21353,106010487
gene21354,101710730
gene21355,101711093
gene21356,101721293
gene21357,101711470
gene21358,101711843
gene21359,101712202
gene21360,101721649
gene21361,101722002
gene21362,101722359
gene21363,101712539
gene21364,101722707
gene21365,101696679
gene21366,101712909
gene21367,101713279
gene21368,101713637
gene21369,101697037
gene21370,101713988
gene21371,110344512
gene21372,101714327
gene21373,110344507
gene21374,101697411
gene21375,101697778
gene21376,101698546
gene21377,101698154
gene21378,110344489
gene21379,110344501
gene21380,101699623
gene21381,101714678
gene21382,106010491
gene21383,110344497
gene21384,106010520
gene21385,101725089
gene21386,101715396
gene21387,101715032
gene21388,106010505
gene21389,101715748
gene21390,101716087
gene21391,101725463
gene21392,101716428
gene21393,110344525
gene21394,101717020
gene21395,101717367
gene21396,101717925
gene21397,101725848
gene21398,101718261
gene21399,101718608
gene21400,101726205
gene21401,101718952
gene21402,101719300
gene21403,101720932
gene21404,106010521
gene21405,110344527
gene21406,101720133
gene21407,101726572
gene21408,101696801
gene21409,101697175
gene21410,101721765
gene21411,101697545
gene21412,101722606
gene21413,101697920
gene21414,101723522
gene21415,101722940
gene21416,101724598
gene21417,101724951
gene21418,101698295
gene21419,101698675
gene21420,101699040
gene21421,101699390
gene21422,101725725
gene21423,106007564
gene21424,101698155
gene21425,101726082
gene21426,101699269
gene21427,110344522
gene21428,101700111
gene21429,101700472
gene21430,101700828
gene21431,101699624
gene21432,101701184
gene21433,101701559
gene21434,101699981
gene21435,101700340
gene21436,101700704
gene21437,101701060
gene21438,101702246
gene21439,101701429
gene21440,101701775
gene21441,101702126
gene21442,106010509
gene21443,106010510
gene21444,106010511
gene21445,101702591
gene21446,101702955
gene21447,106010513
gene21448,101702466
gene21449,106010514
gene21450,101703306
gene21451,101703658
gene21452,106010515
gene21453,101703886
gene21454,101702810
gene21455,110344528
gene21456,101704263
gene21457,110344518
gene21458,101704613
gene21459,101705218
gene21460,101704033
gene21461,110344519
gene21462,101707766
gene21463,110344516
gene21464,101707407
gene21465,101706310
gene21466,101705964
gene21467,101704399
gene21468,101705590
gene21469,110344517
gene21470,110344521
gene21471,101708134
gene21472,101708478
gene21473,101705078
gene21474,110344526
gene21475,101708831
gene21476,110344520
gene21477,101705826
gene21478,110343844
gene21479,110344523
gene21480,101711094
gene21481,101710264
gene21482,110344514
gene21483,101709914
gene21484,110344513
gene21485,101706177
gene21486,101713393
gene21487,101713989
gene21488,101714783
gene21489,101715144
gene21490,110344524
gene21491,101706541
gene21492,101715851
gene21493,101715500
gene21494,101706915
gene21495,101716193
gene21496,101716544
gene21497,106010517
gene21498,101716893
gene21499,101717706
gene21500,101718953
gene21501,101707279
gene21502,101707642
gene21503,101719301
gene21504,101720011
gene21505,106010506
gene21506,101719652
gene21507,106010507
gene21508,101708007
gene21509,101720353
gene21510,101708359
gene21511,101720714
gene21512,101721054
gene21513,101722003
gene21514,110344515
gene21515,101721651
gene21516,101708710
gene21517,101722360
gene21518,101722942
gene21519,110344529
gene21520,101724012
gene21521,101709073
gene21522,101724368
gene21523,101724717
gene21524,106010508
gene21525,101709426
gene21526,110344573
gene21527,101709786
gene21528,101710499
gene21529,101710131
gene21530,110344532
gene21531,101711096
gene21532,110344552
gene21533,101711727
gene21534,101724489
gene21535,101712313
gene21536,110344559
gene21537,101725207
gene21538,101712663
gene21539,101713025
gene21540,110344565
gene21541,101725593
gene21542,101713752
gene21543,101714097
gene21544,101726323
gene21545,101726689
gene21546,101696555
gene21547,101696925
gene21548,101714431
gene21549,101715033
gene21550,101716773
gene21551,101717130
gene21552,110344551
gene21553,101717707
gene21554,110344550
gene21555,110344558
gene21556,101697304
gene21557,110344546
gene21558,101718047
gene21559,106010540
gene21560,101719074
gene21561,101697681
gene21562,106010541
gene21563,101719427
gene21564,110344556
gene21565,106010542
gene21566,110344578
gene21567,110344560
gene21568,101719653
gene21569,110344584
gene21570,101698417
gene21571,101698793
gene21572,101720227
gene21573,110344540
gene21574,101720595
gene21575,101721413
gene21576,101722005
gene21577,110344535
gene21578,110344536
gene21579,110344537
gene21580,110344580
gene21581,101722608
gene21582,110344563
gene21583,101722943
gene21584,101723294
gene21585,101724243
gene21586,101723653
gene21587,101724488
gene21588,101724837
gene21589,106010537
gene21590,110344547
gene21591,101725464
gene21592,110344543
gene21593,106010524
gene21594,101696680
gene21595,101697038
gene21596,110344577
gene21597,101697302
gene21598,106010536
gene21599,101698039
gene21600,110344541
gene21601,101699511
gene21602,106010539
gene21603,101698415
gene21604,101699509
gene21605,106007575
gene21606,110344564
gene21607,101699876
gene21608,110344566
gene21609,101700225
gene21610,101700600
gene21611,101701185
gene21612,110344534
gene21613,110344533
gene21614,101702694
gene21615,110344538
gene21616,101699877
gene21617,101700226
gene21618,110343900
gene21619,101700601
gene21620,101703076
gene21621,101704035
gene21622,101703421
gene21623,101704264
gene21624,106010545
gene21625,101704614
gene21626,101705453
gene21627,101706311
gene21628,101700961
gene21629,110344531
gene21630,110344561
gene21631,110344562
gene21632,110344548
gene21633,110344555
gene21634,101706916
gene21635,110344554
gene21636,101708253
gene21637,110344544
gene21638,101710132
gene21639,101710500
gene21640,101711844
gene21641,106010525
gene21642,101701665
gene21643,101712204
gene21644,101712541
gene21645,101712910
gene21646,101702018
gene21647,110344553
gene21648,110344576
gene21649,101702358
gene21650,101702695
gene21651,101703077
gene21652,101713990
gene21653,101714785
gene21654,101715145
gene21655,110344545
gene21656,101715501
gene21657,101716320
gene21658,101716676
gene21659,101717243
gene21660,106010535
gene21661,101718844
gene21662,106010543
gene21663,101717594
gene21664,101721295
gene21665,101720484
gene21666,101720135
gene21667,101703422
gene21668,101722253
gene21669,101721654
gene21670,101723404
gene21671,101723049
gene21672,101724369
gene21673,101724953
gene21674,101725337
gene21675,110344542
gene21676,106010532
gene21677,101704856
gene21678,101705220
gene21679,101725727
gene21680,101705592
gene21681,101705966
gene21682,110343888
gene21683,101706313
gene21684,101706689
gene21685,110344549
gene21686,106007626
gene21687,101707053
gene21688,110344570
gene21689,101726322
gene21690,101699510
gene21691,101697679
gene21692,101700112
gene21693,101700473
gene21694,101700829
gene21695,101701560
gene21696,101701186
gene21697,101701899
gene21698,110344583
gene21699,101702247
gene21700,101702956
gene21701,101707769
gene21702,101703307
gene21703,101708136
gene21704,101703660
gene21705,101704401
gene21706,106010526
gene21707,106010527
gene21708,101704036
gene21709,101704744
gene21710,101705080
gene21711,101706073
gene21712,101705716
gene21713,101706687
gene21714,101707051
gene21715,101708360
gene21716,101708711
gene21717,110344530
gene21718,101707643
gene21719,106010533
gene21720,101709074
gene21721,101709427
gene21722,110344579
gene21723,110344581
gene21724,101710133
gene21725,110344539
gene21726,101711097
gene21727,101710732
gene21728,101711358
gene21729,101711728
gene21730,106010528
gene21731,110344569
gene21732,110344568
gene21733,101713532
gene21734,101713175
gene21735,110344567
gene21736,101714099
gene21737,101714433
gene21738,101715503
gene21739,101715853
gene21740,101716194
gene21741,101717022
gene21742,101718954
gene21743,101719303
gene21744,110344571
gene21745,110344572
gene21746,110344582
gene21747,101720013
gene21748,101719655
gene21749,101708480
gene21750,110344574
gene21751,110344575
gene21752,110344557
gene21753,101721296
gene21754,101721655
gene21755,101722006
gene21756,106010534
gene21757,101719077
gene21758,101709215
gene21759,101709566
gene21760,101711730
gene21761,101710633
gene21762,101710266
gene21763,101709916
gene21764,110344615
gene21765,101712097
gene21766,101719429
gene21767,110344598
gene21768,101712435
gene21769,101713027
gene21770,110344609
gene21771,110344614
gene21772,101713396
gene21773,101713754
gene21774,101714100
gene21775,101714679
gene21776,106010553
gene21777,110344585
gene21778,101715299
gene21779,101715648
gene21780,101715987
gene21781,110344605
gene21782,110344587
gene21783,101720486
gene21784,101716321
gene21785,101718497
gene21786,101718846
gene21787,101719656
gene21788,101719304
gene21789,110344613
gene21790,101720837
gene21791,110344612
gene21792,101721767
gene21793,101722131
gene21794,101722610
gene21795,101721180
gene21796,101724014
gene21797,110344589
gene21798,101723406
gene21799,101723174
gene21800,110344604
gene21801,106010548
gene21802,101721895
gene21803,101726690
gene21804,106010555
gene21805,101726084
gene21806,110344592
gene21807,101698418
gene21808,101722254
gene21809,101698794
gene21810,101722611
gene21811,110344595
gene21812,101699392
gene21813,101699751
gene21814,101700113
gene21815,101723296
gene21816,110344599
gene21817,110344607
gene21818,110344606
gene21819,101724370
gene21820,101724719
gene21821,110344586
gene21822,101725092
gene21823,110344600
gene21824,110344608
gene21825,101700475
gene21826,106010549
gene21827,101726206
gene21828,110344588
gene21829,101701187
gene21830,106010551
gene21831,101696441
gene21832,101701561
gene21833,101696803
gene21834,101701900
gene21835,101702249
gene21836,101697547
gene21837,110344602
gene21838,106010557
gene21839,101703308
gene21840,101702957
gene21841,110344594
gene21842,110344593
gene21843,101703661
gene21844,101704037
gene21845,101704745
gene21846,110344596
gene21847,101698297
gene21848,110344591
gene21849,101698677
gene21850,101706794
gene21851,101708361
gene21852,101708011
gene21853,101707151
gene21854,110344611
gene21855,101699043
gene21856,101708713
gene21857,101709076
gene21858,110344590
gene21859,101709668
gene21860,110344597
gene21861,101710267
gene21862,110344601
gene21863,101699752
gene21864,101700114
gene21865,101700476
gene21866,101700832
gene21867,101711589
gene21868,101712205
gene21869,101714574
gene21870,101701188
gene21871,101701562
gene21872,101701901
gene21873,101714930
gene21874,101715300
gene21875,106010556
gene21876,101715856
gene21877,101715506
gene21878,110344610
gene21879,101716677
gene21880,101702593
gene21881,101702958
gene21882,101703309
gene21883,101717023
gene21884,110344603
gene21885,101704038
gene21886,101704403
gene21887,101717372
gene21888,101718388
gene21889,101704746
gene21890,101705081
gene21891,101718742
gene21892,101709567
gene21893,101709917
gene21894,110344633
gene21895,110344647
gene21896,101705828
gene21897,101706425
gene21898,110344646
gene21899,101707519
gene21900,110344645
gene21901,110344631
gene21902,101710991
gene21903,101711359
gene21904,110344624
gene21905,110344621
gene21906,110344623
gene21907,101710268
gene21908,110344622
gene21909,110344639
gene21910,110344638
gene21911,101711731
gene21912,101710634
gene21913,101711846
gene21914,101711473
gene21915,101712436
gene21916,101712793
gene21917,101713029
gene21918,101713398
gene21919,101713992
gene21920,110344620
gene21921,101715035
gene21922,110344634
gene21923,110344644
gene21924,101715398
gene21925,110344628
gene21926,110344629
gene21927,101717596
gene21928,110344640
gene21929,101718161
gene21930,110344627
gene21931,101717803
gene21932,101718499
gene21933,101719079
gene21934,101712794
gene21935,101720355
gene21936,101720716
gene21937,101722008
gene21938,101722365
gene21939,101722712
gene21940,101723052
gene21941,101723407
gene21942,101713178
gene21943,101713533
gene21944,101724245
gene21945,110344618
gene21946,106010567
gene21947,110344619
gene21948,110344617
gene21949,101713883
gene21950,101714231
gene21951,106010564
gene21952,101714575
gene21953,101714931
gene21954,101724838
gene21955,101725208
gene21956,101715649
gene21957,101715988
gene21958,101725594
gene21959,101725964
gene21960,101716322
gene21961,101716678
gene21962,110344648
gene21963,110344635
gene21964,101717025
gene21965,101726325
gene21966,106010558
gene21967,110344630
gene21968,101696442
gene21969,101717373
gene21970,101696804
gene21971,110344625
gene21972,110344636
gene21973,101717710
gene21974,101698299
gene21975,106010559
gene21976,110344632
gene21977,101697923
gene21978,101698679
gene21979,101718050
gene21980,101700228
gene21981,101700477
gene21982,101701316
gene21983,101700962
gene21984,110344626
gene21985,101701667
gene21986,101702019
gene21987,106010561
gene21988,101702359
gene21989,101702696
gene21990,101703078
gene21991,110344616
gene21992,101703423
gene21993,101703781
gene21994,101704147
gene21995,101704498
gene21996,101704857
gene21997,101705455
gene21998,101705829
gene21999,101706179
gene22000,101706543
gene22001,110344643
gene22002,101718744
gene22003,101719080
gene22004,101707153
gene22005,110344642
gene22006,110344641
gene22007,101707520
gene22008,106010562
gene22009,101719430
gene22010,101719785
gene22011,101707889
gene22012,101708257
gene22013,101708481
gene22014,101720138
gene22015,101720487
gene22016,101720838
gene22017,101721181
gene22018,101708834
gene22019,101709216
gene22020,101721541
gene22021,101721896
gene22022,106010565
gene22023,110344637
gene22024,101719540
gene22025,110344673
gene22026,110344674
gene22027,101720231
gene22028,101722945
gene22029,110344667
gene22030,101724600
gene22031,101724017
gene22032,101724956
gene22033,106010575
gene22034,101725965
gene22035,110344668
gene22036,101726574
gene22037,101696321
gene22038,101697177
gene22039,110344684
gene22040,101697548
gene22041,101697924
gene22042,101720935
gene22043,101698300
gene22044,101699628
gene22045,101699986
gene22046,106010571
gene22047,101700344
gene22048,101702697
gene22049,101703310
gene22050,101703889
gene22051,101704499
gene22052,101706544
gene22053,101706917
gene22054,101708482
gene22055,110344695
gene22056,101710735
gene22057,110344653
gene22058,110344650
gene22059,101712208
gene22060,110344649
gene22061,101713399
gene22062,101712795
gene22063,110344669
gene22064,110344677
gene22065,101713994
gene22066,101715989
gene22067,101721298
gene22068,101716323
gene22069,110344680
gene22070,110344681
gene22071,101717245
gene22072,101716679
gene22073,101717804
gene22074,101718162
gene22075,101721657
gene22076,101718501
gene22077,110344687
gene22078,110344689
gene22079,110344698
gene22080,101718848
gene22081,101719081
gene22082,110344678
gene22083,106010589
gene22084,101719660
gene22085,101720488
gene22086,110344662
gene22087,106010581
gene22088,101719884
gene22089,110344663
gene22090,110344676
gene22091,101722011
gene22092,101720839
gene22093,110344675
gene22094,101721182
gene22095,110344659
gene22096,101722009
gene22097,106010576
gene22098,101722367
gene22099,110344682
gene22100,110344699
gene22101,101722714
gene22102,110344700
gene22103,110344670
gene22104,101723408
gene22105,101723880
gene22106,110344671
gene22107,101724491
gene22108,110344656
gene22109,110344683
gene22110,101724839
gene22111,101725209
gene22112,110344692
gene22113,101723054
gene22114,110344679
gene22115,101725468
gene22116,101725850
gene22117,110344657
gene22118,101726456
gene22119,101696557
gene22120,106010580
gene22121,110344652
gene22122,101697782
gene22123,101723410
gene22124,101698549
gene22125,101698159
gene22126,101699394
gene22127,110344691
gene22128,101699987
gene22129,101700345
gene22130,106010569
gene22131,110344690
gene22132,110344693
gene22133,101701669
gene22134,110344660
gene22135,101702252
gene22136,101702594
gene22137,101703663
gene22138,101704039
gene22139,106010577
gene22140,110344697
gene22141,101704747
gene22142,101706316
gene22143,101706691
gene22144,101711474
gene22145,101711100
gene22146,106010572
gene22147,110344686
gene22148,106010573
gene22149,101724492
gene22150,101713534
gene22151,106010579
gene22152,101714232
gene22153,110344688
gene22154,101713884
gene22155,101714789
gene22156,106010587
gene22157,101724840
gene22158,101725210
gene22159,110344696
gene22160,101715507
gene22161,106010585
gene22162,101715147
gene22163,110344654
gene22164,110344666
gene22165,101725596
gene22166,101716430
gene22167,110344655
gene22168,106010582
gene22169,101716776
gene22170,101717133
gene22171,101717475
gene22172,110344685
gene22173,101717806
gene22174,101725967
gene22175,110344664
gene22176,101726327
gene22177,101718849
gene22178,101726692
gene22179,101719188
gene22180,110344665
gene22181,101696558
gene22182,110344764
gene22183,110344767
gene22184,110344768
gene22185,101696927
gene22186,101698043
gene22187,106010590
gene22188,110344749
gene22189,101698680
gene22190,101699045
gene22191,101700710
gene22192,101699988
gene22193,101699629
gene22194,101701317
gene22195,101702022
gene22196,101701670
gene22197,106010613
gene22198,101702362
gene22199,101702700
gene22200,101703782
gene22201,101704618
gene22202,101705223
gene22203,101707280
gene22204,101709078
gene22205,101708484
gene22206,101707645
gene22207,101710379
gene22208,101710992
gene22209,101712666
gene22210,101711848
gene22211,101713281
gene22212,101713536
gene22213,101701065
gene22214,101701432
gene22215,101701780
gene22216,101713886
gene22217,101702130
gene22218,101702471
gene22219,101714233
gene22220,106010591
gene22221,101714932
gene22222,101702819
gene22223,101714576
gene22224,101715508
gene22225,101716777
gene22226,101718052
gene22227,101717477
gene22228,110344754
gene22229,101718390
gene22230,101719307
gene22231,101720718
gene22232,101720357
gene22233,110344731
gene22234,101721060
gene22235,101721770
gene22236,101721418
gene22237,101722613
gene22238,110344733
gene22239,101724136
gene22240,106010614
gene22241,110344725
gene22242,101724721
gene22243,101725095
gene22244,101725469
gene22245,101726087
gene22246,101726694
gene22247,101697042
gene22248,101697415
gene22249,101703532
gene22250,101697783
gene22251,110344755
gene22252,101699046
gene22253,101698681
gene22254,106010595
gene22255,101703894
gene22256,101699630
gene22257,101699989
gene22258,101704270
gene22259,101704620
gene22260,106010609
gene22261,101700963
gene22262,101700604
gene22263,101701190
gene22264,101701565
gene22265,110343846
gene22266,101701902
gene22267,101703080
gene22268,101704149
gene22269,110344769
gene22270,101704976
gene22271,110344723
gene22272,106010596
gene22273,101705343
gene22274,101705720
gene22275,101706077
gene22276,101704404
gene22277,101706428
gene22278,101706799
gene22279,101707158
gene22280,101704749
gene22281,101707891
gene22282,101705084
gene22283,101705456
gene22284,101705830
gene22285,101706547
gene22286,101706181
gene22287,101708259
gene22288,101708597
gene22289,101708955
gene22290,101706920
gene22291,101707154
gene22292,110344732
gene22293,101709323
gene22294,101709672
gene22295,101707771
gene22296,101710016
gene22297,101710383
gene22298,101710737
gene22299,101711476
gene22300,101711850
gene22301,101708362
gene22302,101708139
gene22303,110344745
gene22304,101708594
gene22305,110344747
gene22306,110344758
gene22307,101708952
gene22308,110344759
gene22309,101712211
gene22310,101709321
gene22311,110344757
gene22312,101709670
gene22313,101710270
gene22314,101711101
gene22315,101711961
gene22316,110344741
gene22317,110344760
gene22318,101712314
gene22319,101712667
gene22320,106010607
gene22321,101713995
gene22322,110344763
gene22323,101714234
gene22324,101714435
gene22325,110344743
gene22326,101715303
gene22327,110344737
gene22328,101712548
gene22329,110344740
gene22330,110344748
gene22331,101715650
gene22332,106007523
gene22333,110344744
gene22334,101712916
gene22335,101716896
gene22336,101717808
gene22337,101697235
gene22338,101718614
gene22339,101713286
gene22340,101718957
gene22341,106010598
gene22342,101719308
gene22343,101719661
gene22344,101720016
gene22345,101713642
gene22346,101721419
gene22347,101722256
gene22348,110344750
gene22349,110344746
gene22350,101722614
gene22351,101723525
gene22352,101722946
gene22353,110344715
gene22354,101723882
gene22355,110344752
gene22356,110344751
gene22357,101724247
gene22358,101724959
gene22359,101714331
gene22360,101724603
gene22361,110344730
gene22362,101715038
gene22363,101725851
gene22364,110344729
